SIRET;Nom du compte;Site Scrapping;DNS;Mail Server1;Mail Server2;Mail Server3;Mail Server4;Mail Server5;Mail Server6;Mail Server7;Mail Server8;Mail Server9
53878376200015;SAPELEM;sapelem.com;OUI;sapelem-com.mail.protection.outlook.com (priorité 0);;;;;;;;
50400150400043;GALLIANCE LANGUIDIC;galliance.fr;OUI;galliance-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
78837360300059;EIFFAGE ENERGIE SYSTEMES - CLEVIA OUEST;aucun site;aucun site;;;;;;;;;
80204477600044;ARTELIA HOLDING;aucun site;aucun site;;;;;;;;;
70202737602075;EGIS;egis.fr;NON DEFINI;gw000160-eu.fortimail.com (priorité 5);;;;;;;;
43998621700206;ENGIE GLOBAL BUSINESS SUPPORT SERVICES;aucun site;aucun site;;;;;;;;;
43225313600084;V.A.D.;aucun site;aucun site;;;;;;;;;
49291258900016;IDEA SERVICES;groupe-idea.com;OUI;groupeidea-com01e.mail.protection.outlook.com (priorité 0);;;;;;;;
43998621700198;ENGIE GLOBAL BUSINESS SUPPORT SERVICES;aucun site;aucun site;;;;;;;;;
34459235700075;GALLIANCE INDUSTRIE SEVRIENNE;galliance.fr;OUI;galliance-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
31429262400058;BUGAL;bugal.fr;OUI;bugal-fr.mail.protection.outlook.com (priorité 5);;;;;;;;
43998621700149;ENGIE GLOBAL BUSINESS SUPPORT SERVICES;equans.fr;NON DEFINI;(priorité 0);;;;;;;;
51030295300730;CAFPI;cafpi.fr;OUI;cafpi-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
51030295300268;CAFPI;cafpi.fr;OUI;cafpi-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
51030295302447;CAFPI;cafpi.fr;OUI;cafpi-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
51030295301720;CAFPI;cafpi.fr;OUI;cafpi-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
34039306500230;SODEXO PASS FRANCE;aucun site;aucun site;;;;;;;;;
51030295302777;CAFPI;aucun site;aucun site;;;;;;;;;
32681744200063;AGENCE NATIONALE CHEQUES VACANCES;aucun site;aucun site;;;;;;;;;
44055806200103;BIOFORTIS;biofortis.fr;OUI;biofortis-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
50168955800069;UNION EVOLUTION;aucun site;aucun site;;;;;;;;;
41982240800086;NOVELTY FRANCE;novelty-group.com;OUI;noveltygroup-com01i.mail.protection.outlook.com (priorité 0);;;;;;;;
39916141300196;CHAFFOTEAUX;aucun site;aucun site;;;;;;;;;
41173676200013;SOCIETE FINANCIERE DU LANDREAU;aucun site;aucun site;;;;;;;;;
31808472000081;ENTREPOTS ET TRANSPORTS BARBE;seafrigo.com;NON DEFINI;d312290.a.ess.de.barracudanetworks.com (priorité 5);d312290.b.ess.de.barracudanetworks.com (priorité 50);;;;;;;
33459132800037;TRANSPORTS LERAY;aucun site;aucun site;;;;;;;;;
39102934500470;COLIS PRIVE;aucun site;aucun site;;;;;;;;;
73820699400159;SED LOGISTIQUE;aucun site;aucun site;;;;;;;;;
30704843900268;M & M MILITZER & MUNCH FRANCE;mumnet.fr;NON DEFINI;webmail.mumnet.fr (priorité 30);;;;;;;;
57207411000964;PANALPINA FRANCE TRANSPORTS INTERNATION;aucun site;aucun site;;;;;;;;;
30096101800326;DSV AIR & SEA SAS;aucun site;aucun site;;;;;;;;;
42214961700074;IDEA LOGISTIQUE;groupe-idea.com;OUI;groupeidea-com01e.mail.protection.outlook.com (priorité 0);;;;;;;;
49291258900024;IDEA SERVICES;aucun site;aucun site;;;;;;;;;
95950308700246;CLASQUIN SA;aucun site;aucun site;;;;;;;;;
56201326801468;NAVILAND CARGO;aucun site;aucun site;;;;;;;;;
57208252700233;LP ART;lpart.fr;NON DEFINI;ALT4.ASPMX.L.GOOGLE.COM (priorité 10);ALT1.ASPMX.L.GOOGLE.COM (priorité 5);ALT2.ASPMX.L.GOOGLE.COM (priorité 5);ASPMX.L.GOOGLE.COM (priorité 1);ALT3.ASPMX.L.GOOGLE.COM (priorité 10);;;;
34888331500452;PUBLICITE REGIES EDITION & COMMUNICATION;aucun site;aucun site;;;;;;;;;
75382090100027;VIRAGE CONSEIL ANIMATION - MERCHANDISING;virageconseil.com;NON DEFINI;smtp.juliana-multimedia.com (priorité 10);;;;;;;;
31545901600228;VOYAGEURS DU MONDE;voyageursdumonde.fr;OUI;voyageursdumonde-fr.mail.eo.outlook.com (priorité 5);;;;;;;;
81415413400096;FRAM;fram.fr;OUI;fram-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
81415413400153;FRAM;fram.fr;OUI;fram-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
34211972400017;L'OFFICE PUBLIC DE L'HABITAT DE LOIRE ATLANTIQUE;aucun site;aucun site;;;;;;;;;
77569088600806;ICF ATLANTIQUE SA D'HLM;icfhabitat.fr;OUI;icfhabitat-fr.mail.protection.outlook.com (priorité 150);mx-mibc-fr-08.mailinblack.com (priorité 10);;;;;;;
32957085700709;BNP PARIBAS REAL ESTATE TRANSACTION FRANCE;bnppre.fr;NON DEFINI;;;;;;;;;
86780133400063;ATLANTIQUE HABITATIONS SA HLM;aucun site;aucun site;;;;;;;;;
85680136000020;SA NANTAISE D HABITATIONS;nantaise-habitations.fr;NON DEFINI;gw000221-eu.fortimail.com (priorité 10);;;;;;;;
40077782700058;CREDIT AGRICOLE IMMOBILIER SERVICES;ca-immobilier.fr;NON DEFINI;mercure.credit-agricole.fr (priorité 10);;;;;;;;
50503704400797;ADX GROUPE;adx-groupe.com;OUI;adxgroupe-com0i.mail.protection.outlook.com (priorité 0);;;;;;;;
49494253500233;DOMICIL +;aucun site;aucun site;;;;;;;;;
43440020600083;EARTA;groupearta.fr;NON;mx.spamexperts.com (priorité 10);;;;;;;;
34290436400045;SOCIETE D ATELIER PROTEGE REGION NANTAISE;aucun site;aucun site;;;;;;;;;
43440020600091;SIFAC;apf-entreprises.fr;NON DEFINI;fb.mail.gandi.net (priorité 50);spool.mail.gandi.net (priorité 10);;;;;;;
42169201300095;AMBULANCE DOUILLARD;aucun site;aucun site;;;;;;;;;
30575579500260;GUILLOU - AILLERIE;jussieu-secours.fr;NON DEFINI;mxb-00354201.gslb.pphosted.com (priorité 10);mxa-00354201.gslb.pphosted.com (priorité 10);;;;;;;
33155442800101;EUROFINS BIOSCIENCES;aucun site;aucun site;;;;;;;;;
49067629300569;QUALICONSULT IMMOBILIER;aucun site;aucun site;;;;;;;;;
49244100100012;EUROFINS LABORATOIRES DE MICROBIOLOGIE OUEST;eurofins.fr;OUI;eurofins-fr.mail.protection.outlook.com (priorité 10);;;;;;;;
35181269800634;BUREAU ALPES CONTROLES;alpes-controles.fr;NON;mx.alpes-controles.fr (priorité 1);;;;;;;;
40842252500159;BTP CONSULTANTS;btp-consultants.fr;NON DEFINI;alt1.aspmx.l.google.com (priorité 5);alt4.aspmx.l.google.com (priorité 10);alt2.aspmx.l.google.com (priorité 5);aspmx.l.google.com (priorité 1);alt3.aspmx.l.google.com (priorité 10);;;;
40842252500068;BTP CONSULTANTS;btp-consultants.fr;NON DEFINI;alt1.aspmx.l.google.com (priorité 5);alt4.aspmx.l.google.com (priorité 10);alt2.aspmx.l.google.com (priorité 5);aspmx.l.google.com (priorité 1);alt3.aspmx.l.google.com (priorité 10);;;;
49146840100022;SGS AERONAUTICS;sgs.com;OUI;sgs-com.mail.protection.outlook.com (priorité 10);;;;;;;;
32916803300127;MISTRAS GROUP SAS;mistrasgroup.fr;NON DEFINI;;;;;;;;;
31617316000102;AIA ARCHITECTES;aucun site;aucun site;;;;;;;;;
77566452700709;COMITE CATHOLIQUE FAIM DEVELOPPEMENT;ccfd-terresolidaire.org;OUI;ccfdterresolidaire-org01b.mail.protection.outlook.com (priorité 0);mail.medzone.fr (priorité 10);;;;;;;
40194669400015;DSIA;logistar-dsia.com;NON;mx.mailbox.orange-business.com (priorité 5);;;;;;;;
32666177401445;SOCIETE SEIZE;aucun site;aucun site;;;;;;;;;
32666177400785;SOCIETE SEIZE;aucun site;aucun site;;;;;;;;;
40405219300194;TOP OFFICE;top-office.com;OUI;topoffice-com0i.mail.protection.outlook.com (priorité 10);;;;;;;;
32666177400280;SOCIETE SEIZE;aucun site;aucun site;;;;;;;;;
32666177401171;SOCIETE SEIZE;aucun site;aucun site;;;;;;;;;
30960902200095;GPT UTILI MAIN OEUVRE PORT NANTESST NAZ;aucun site;aucun site;;;;;;;;;
33818372600276;PRO ARCHIVES SYSTEMES;aucun site;aucun site;;;;;;;;;
75096945300075;DERICHEBOURG SNG;derichebourg-environnement.com;NON DEFINI;mxa-006df601.gslb.pphosted.com (priorité 10);mxb-006df601.gslb.pphosted.com (priorité 10);;;;;;;
33818372600284;PRO ARCHIVES SYSTEMES;aucun site;aucun site;;;;;;;;;
48775104200077;ADF COTE OUEST;groupeadf.com;OUI;groupeadf-com.mail.protection.outlook.com (priorité 10);;;;;;;;
38407765700110;K.S. SERVICES;aucun site;aucun site;;;;;;;;;
51317826900041;SPIRIT AEROSYSTEMS FRANCE SARL;spiritaero.com;NON DEFINI;mxb-004ea502.gslb.gpphosted.com (priorité 10);mxa-004ea502.gslb.gpphosted.com (priorité 10);;;;;;;
34333448800016;TIPIAK EPICERIE;tipiak.fr;OUI;tipiak-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
85780155900033;DENIS ET FILS SAS;bougies-denis.com;OUI;bougiesdenis-com01i.mail.protection.outlook.com (priorité 10);;;;;;;;
86180097700022;DEVINEAU SAS;aucun site;aucun site;;;;;;;;;
34198255100010;CERDYS;cerdys.fr;OUI;cerdys-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
38412103400043;COFAP-CONSEIL FORMATION ASSISTANCE PROFE;cofap-ifom-formation.com;NON DEFINI;mx01.cloud.vadesecure.com (priorité 10);mx02.cloud.vadesecure.com (priorité 10);mx03.cloud.vadesecure.com (priorité 10);mx04.cloud.vadesecure.com (priorité 10);;;;;
40330342300038;EDITIONS ENI;editions-eni.fr;NON DEFINI;mx01.cloud.vadesecure.com (priorité 10);mx02.cloud.vadesecure.com (priorité 20);mx03.cloud.vadesecure.com (priorité 30);mx04.cloud.vadesecure.com (priorité 40);;;;;
72204755200152;BANQUE CHAABI DU MAROC;chaabibank.fr;NON DEFINI;mx2.netim.net (priorité 10);mx1.netim.net (priorité 10);;;;;;;
57217163500178;CA INDOSUEZ WEALTH (FRANCE);ca-indosuez.com;NON DEFINI;mercure.credit-agricole.fr (priorité 10);;;;;;;;
42125567000059;UBS (FRANCE) SA;ubs.com;NON DEFINI;mx14.ubs.open.ch (priorité 100);mx12.ubs.open.ch (priorité 100);mx11.ubs.open.ch (priorité 100);mx13.ubs.open.ch (priorité 100);;;;;
37952260000921;BANQUE EUROPEENNE DU CREDIT MUTUEL;creditmutuel.fr;NON DEFINI;smtp1-insi.e-i.net (priorité 10);smtp1-inki.e-i.net (priorité 10);;;;;;;
38428296800161;BPE;aucun site;aucun site;;;;;;;;;
79148134400079;A2MICILE REGION CENTRE;domaliance.fr;NON DEFINI;protect.oci.fr (priorité 10);;;;;;;;
48454997700045;GTM OUEST;aucun site;aucun site;;;;;;;;;
40468149600455;PARTNERS FINANCES;partners-finances.fr;NON DEFINI;;;;;;;;;
33813879500491;FINANCO;aucun site;aucun site;;;;;;;;;
35221687301169;ASS POUR DROIT A L INITIATIVE ECONOMIQUE;aucun site;aucun site;;;;;;;;;
30347731900329;CREDIT ET SERVICES FINANCIERS;csf.fr;OUI;csf-fr.mail.protection.outlook.com (priorité 1);;;;;;;;
38823685300098;EULER HERMES CREDIT FRANCE;aucun site;aucun site;;;;;;;;;
35221687301151;ASS POUR DROIT A L INITIATIVE ECONOMIQUE;aucun site;aucun site;;;;;;;;;
30347731901327;CREDIT ET SERVICES FINANCIERS;csf.fr;OUI;csf-fr.mail.protection.outlook.com (priorité 1);;;;;;;;
35221687302092;ASS POUR DROIT A L INITIATIVE ECONOMIQUE;aucun site;aucun site;;;;;;;;;
59203393006648;PHOTOMATON;aucun site;aucun site;;;;;;;;;
43461654600041;ATLANTIC INGENIERIE;atlantic-ingenierie.com;OUI;atlanticingenierie-com02b.mail.protection.outlook.com (priorité 10);;;;;;;;
77819650100366;GEOTEC;geotec.fr;OUI;geotec-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
40320025601109;QUALICONSULT SECURITE;aucun site;aucun site;;;;;;;;;
49064639500296;IRH INGENIEUR CONSEIL;anteagroup.fr;OUI;anteagroup-fr.mail.protection.outlook.com (priorité 10);;;;;;;;
39530164100134;NOX INGENIERIE;aucun site;aucun site;;;;;;;;;
44898064900066;SAFERAIL;saferail.fr;OUI;saferail-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
40225042700109;INITIATIVE POUR LE DEVELOPPEMENT DURABLE - INGENIERIE ET ORGANISATION;inddigo.com;OUI;inddigo-com.mail.protection.outlook.com (priorité 1);;;;;;;;
31562924600028;MICROCHIP TECHNOLOGY NANTES;microchip.com;NON DEFINI;mx2.microchip.iphmx.com (priorité 20);mx1.microchip.iphmx.com (priorité 10);;;;;;;
33157796500105;EXPERTISES GALTIER;expertises-galtier.fr;OUI;expertisesgaltier-fr02e.mail.protection.outlook.com (priorité 0);;;;;;;;
31703688701467;EURISK;aucun site;aucun site;;;;;;;;;
50364657200068;ARTELIA EAU & ENVIRONNEMENT;aucun site;aucun site;;;;;;;;;
38432646800178;CAP INGELEC SA;capingelec.com;NON DEFINI;capingelec.mailinblack.com (priorité 10);mx0.mailinblack.com (priorité 100);;;;;;;
56210162600488;STUDEC;studec.fr;OUI;studec-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
34530688000021;SUEZ ORGANIQUE;aucun site;aucun site;;;;;;;;;
30812835400104;NANTES METROPOLE GESTION EQUIPEMENTS;aucun site;aucun site;;;;;;;;;
40534547100123;ETOP;aucun site;aucun site;;;;;;;;;
32509232800229;AMETRA;euptouyou.com;OUI;ms12957968.msv1.invalid.outlook.com (priorité 20);euptouyou-com.mail.protection.outlook.com (priorité 5);;;;;;;
39061361000349;BIOTOPE;biotope.fr;OUI;biotope-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
47955801700063;ALTEREA;aucun site;aucun site;;;;;;;;;
57202862900168;BUREAU D'ETUDES ET DE RECHERCHES POUR L'INDUSTRIE MODERNE BERIM;berim.fr;OUI;berim-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
49337803800092;EGIS EAU SA;aucun site;aucun site;;;;;;;;;
52435311700111;BEE ENGINEERING;bee-eng.com;NON DEFINI;;;;;;;;;
32173773600298;SIBLU FRANCE;lespierrescouchees.fr;NON DEFINI;;;;;;;;;
35266253000158;PROVALLIANCE SALONS;aucun site;aucun site;;;;;;;;;
35266253000224;PROVALLIANCE SALONS;aucun site;aucun site;;;;;;;;;
35266253000133;PROVALLIANCE SALONS;aucun site;aucun site;;;;;;;;;
34067787100022;ETABLISSEMENTS BEILLEVAIRE;aucun site;aucun site;;;;;;;;;
74572027600484;CAFES FOLLIET;cafes-folliet.com;OUI;cafesfolliet-com01c.mail.protection.outlook.com (priorité 0);;;;;;;;
39934146000422;A.S.D. INTERNATIONAL;aucun site;aucun site;;;;;;;;;
40840212102660;TEXTO FRANCE SERVICES;aucun site;aucun site;;;;;;;;;
32655561201750;CHAUSSURES RENE;eram.fr;NON DEFINI;mxa-003e2303.gslb.pphosted.com (priorité 10);mxb-003e2303.gslb.pphosted.com (priorité 10);;;;;;;
45111649500305;MANBOW;manfield.fr;NON DEFINI;fb.mail.gandi.net (priorité 50);spool.mail.gandi.net (priorité 10);;;;;;;
32655561202246;CHAUSSURES RENE;aucun site;aucun site;;;;;;;;;
32655561201651;CHAUSSURES RENE;aucun site;aucun site;;;;;;;;;
68980022502852;BOCAGE;bocage.fr;NON DEFINI;mxb-003e2303.gslb.pphosted.com (priorité 10);mxa-003e2303.gslb.pphosted.com (priorité 10);;;;;;;
68980022501318;BOCAGE;bocage.fr;NON DEFINI;mxb-003e2303.gslb.pphosted.com (priorité 10);mxa-003e2303.gslb.pphosted.com (priorité 10);;;;;;;
75450078300230;HEYRAUD;aucun site;aucun site;;;;;;;;;
40392705602004;TEXTO DEVELOPPEMENT SERVICES;aucun site;aucun site;;;;;;;;;
32655561201735;CHAUSSURES RENE;aucun site;aucun site;;;;;;;;;
32655561202253;CHAUSSURES RENE;eram.fr;NON DEFINI;mxa-003e2303.gslb.pphosted.com (priorité 10);mxb-003e2303.gslb.pphosted.com (priorité 10);;;;;;;
68980022501177;BOCAGE;aucun site;aucun site;;;;;;;;;
68980022503215;BOCAGE;aucun site;aucun site;;;;;;;;;
30887794300479;GAMM VERT SYNERGIES OUEST;gammvert.fr;NON DEFINI;mxa-0010b102.gslb.pphosted.com (priorité 10);mxb-0010b102.gslb.pphosted.com (priorité 10);;;;;;;
30887794300560;GAMM VERT SYNERGIES OUEST;gammvert.fr;NON DEFINI;mxa-0010b102.gslb.pphosted.com (priorité 10);mxb-0010b102.gslb.pphosted.com (priorité 10);;;;;;;
30887794300578;GAMM VERT SYNERGIES OUEST;gammvert.fr;NON DEFINI;mxa-0010b102.gslb.pphosted.com (priorité 10);mxb-0010b102.gslb.pphosted.com (priorité 10);;;;;;;
30887794300453;GAMM VERT SYNERGIES OUEST;gammvert.fr;NON DEFINI;mxa-0010b102.gslb.pphosted.com (priorité 10);mxb-0010b102.gslb.pphosted.com (priorité 10);;;;;;;
30887794300552;GAMM VERT SYNERGIES OUEST;gammvert.fr;NON DEFINI;mxa-0010b102.gslb.pphosted.com (priorité 10);mxb-0010b102.gslb.pphosted.com (priorité 10);;;;;;;
30887794300438;GAMM VERT SYNERGIES OUEST;gammvert.fr;NON DEFINI;mxa-0010b102.gslb.pphosted.com (priorité 10);mxb-0010b102.gslb.pphosted.com (priorité 10);;;;;;;
30887794300487;GAMM VERT SYNERGIES OUEST;gammvert.fr;NON DEFINI;mxa-0010b102.gslb.pphosted.com (priorité 10);mxb-0010b102.gslb.pphosted.com (priorité 10);;;;;;;
30887794300586;GAMM VERT SYNERGIES OUEST;gammvert.fr;NON DEFINI;mxa-0010b102.gslb.pphosted.com (priorité 10);mxb-0010b102.gslb.pphosted.com (priorité 10);;;;;;;
50353454700016;MALEXENE DIFFUSION;aucun site;aucun site;;;;;;;;;
45114840700245;MDF KITCHEN;dubruitdanslacuisine.fr;OUI;dubruitdanslacuisine-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
45114840700120;MDF KITCHEN;aucun site;aucun site;;;;;;;;;
42040340400940;AKENA;akena.com;NON DEFINI;mx-mibc-fr-08.mailinblack.com (priorité 5);;;;;;;;
42212829800029;WOODBRASS.COM;woodbrass.com;OUI;woodbrass-com.mail.protection.outlook.com (priorité 0);;;;;;;;
32490426701277;KERIA;aucun site;aucun site;;;;;;;;;
32490426700584;KERIA;keria.com;OUI;keria-com.mail.protection.outlook.com (priorité 0);backupmx38.groupe-folder.info (priorité 60);;;;;;;
41443379700589;LE TANNEUR ET CIE;letanneur.com;OUI;letanneur-com.mail.eo.outlook.com (priorité 1);;;;;;;;
39284306600417;SODIPRAM;aucun site;aucun site;;;;;;;;;
39284306600334;SODIPRAM;aucun site;aucun site;;;;;;;;;
31105883800625;INTERIOR'S;aucun site;aucun site;;;;;;;;;
32875985700548;CLAUDIE PIERLOT;claudiepierlot.com;NON DEFINI;mxb-004c1201.gslb.pphosted.com (priorité 10);mxa-004c1201.gslb.pphosted.com (priorité 10);;;;;;;
80853489500558;PHILDAR;happywool.com;NON DEFINI;alt1.aspmx.l.google.com (priorité 5);alt3.aspmx.l.google.com (priorité 10);aspmx.l.google.com (priorité 1);alt2.aspmx.l.google.com (priorité 5);alt4.aspmx.l.google.com (priorité 10);;;;
77569590100493;AUBADE PARIS;aubade.com;NON DEFINI;;;;;;;;;
32761140600304;PRINCESSE TAM TAM;princessetamtam.com;OUI;princessetamtam-com.mail.protection.outlook.com (priorité 5);;;;;;;;
32159106701127;SOCIETE PROVENCALE D'ACHAT ET DE GESTION;aucun site;aucun site;;;;;;;;;
72202470000287;ZAPA;zapa.fr;OUI;zapa-fr.mail.protection.outlook.com (priorité 10);;;;;;;;
31664317000749;ETABLISSEMENTS CHARLES CHEVIGNON;chevignon.com;OUI;chevignon-com.mail.protection.outlook.com (priorité 0);;;;;;;;
30970699200240;GINGER;sudexpress.com;NON DEFINI;sudexpress.in.tmes.trendmicro.eu (priorité 10);;;;;;;;
47856589801265;SARL MS MODE FRANCE;aucun site;aucun site;;;;;;;;;
49945487400672;KAPORAL STORES;kaporal.com;OUI;kaporal-com.mail.protection.outlook.com (priorité 0);;;;;;;;
42102299700645;CYRILLUS;cyrillus.fr;NON DEFINI;;;;;;;;;
47962847100613;TAIS;scottage.fr;NON DEFINI;;;;;;;;;
44187547301633;JACADI;jacadi.fr;NON DEFINI;ALT1.ASPMX.L.GOOGLE.COM (priorité 5);ALT2.ASPMX.L.GOOGLE.COM (priorité 5);ASPMX.L.GOOGLE.COM (priorité 1);;;;;;
38041806100590;FREDUCCI;aucun site;aucun site;;;;;;;;;
32840002300045;ANCENIS DISTRIBUTION;aucun site;aucun site;;;;;;;;;
49035610200486;BLUE SARK;aucun site;aucun site;;;;;;;;;
48243589800507;BZB;b-z-b.com;OUI;bzb-com0k.mail.protection.outlook.com (priorité 0);;;;;;;;
39929299401534;KOOKAI;aucun site;aucun site;;;;;;;;;
44915889800451;BA&SH;ba-sh.com;OUI;bash-com0e.mail.protection.outlook.com (priorité 0);;;;;;;;
47962847100720;TAIS;scottage.fr;NON DEFINI;;;;;;;;;
47856589800473;SARL MS MODE FRANCE;msmode.fr;OUI;msmode-fr.q-v1.mx.microsoft (priorité 0);;;;;;;;
47824710900190;KIDILIZ RETAIL;aucun site;aucun site;;;;;;;;;
44957299900778;JSR;izac.fr;OUI;izac-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
44915889800352;BA&SH;ba-sh.com;OUI;bash-com0e.mail.protection.outlook.com (priorité 0);;;;;;;;
37823997400728;COTELAC;aucun site;aucun site;;;;;;;;;
30970699200117;GINGER;sudexpress.com;NON DEFINI;sudexpress.in.tmes.trendmicro.eu (priorité 10);;;;;;;;
49840624800449;NEW YORKER FRANCE;aucun site;aucun site;;;;;;;;;
44957299900463;JSR;aucun site;aucun site;;;;;;;;;
42102299700223;CYRILLUS;cyrillus.fr;NON DEFINI;;;;;;;;;
39833035700441;CL DISTRIBUTION;aucun site;aucun site;;;;;;;;;
39833035700755;CL DISTRIBUTION;christine-laure.fr;NON DEFINI;mx-mibc-fr-11.mailinblack.com (priorité 5);;;;;;;;
38203248000099;H 3 M;aucun site;aucun site;;;;;;;;;
37823997400975;COTELAC;cotelac.fr;NON DEFINI;cotelac.mailinblack.com (priorité 5);;;;;;;;
32159106700152;SOCIETE PROVENCALE D'ACHAT ET DE GESTION;aucun site;aucun site;;;;;;;;;
33837545400406;ERIC BOMPARD;eric-bompard.com;OUI;ericbompard-com01b.mail.eo.outlook.com (priorité 0);;;;;;;;
38041806100269;FREDUCCI;aucun site;aucun site;;;;;;;;;
39929299401195;KOOKAI;kookai.fr;OUI;kookai-fr.mail.protection.outlook.com (priorité 10);;;;;;;;
39929299401799;KOOKAI;kookai.fr;OUI;kookai-fr.mail.protection.outlook.com (priorité 10);;;;;;;;
32159106700624;SOCIETE PROVENCALE D'ACHAT ET DE GESTION;aucun site;aucun site;;;;;;;;;
43511609000224;FARO;mistigriff.fr;NON DEFINI;mx-01-eu-west-1.prod.hydra.sophos.com (priorité 10);mx-02-eu-west-1.prod.hydra.sophos.com (priorité 20);;;;;;;
38203248000958;H 3 M;aucun site;aucun site;;;;;;;;;
47962847100696;TAIS;scottage.fr;NON DEFINI;;;;;;;;;
30970699200513;GINGER;sudexpress.com;NON DEFINI;sudexpress.in.tmes.trendmicro.eu (priorité 10);;;;;;;;
44187547300551;JACADI;jacadi.fr;NON DEFINI;ALT1.ASPMX.L.GOOGLE.COM (priorité 5);ALT2.ASPMX.L.GOOGLE.COM (priorité 5);ASPMX.L.GOOGLE.COM (priorité 1);;;;;;
44187547301104;JACADI;jacadi.fr;NON DEFINI;ALT1.ASPMX.L.GOOGLE.COM (priorité 5);ALT2.ASPMX.L.GOOGLE.COM (priorité 5);ASPMX.L.GOOGLE.COM (priorité 1);;;;;;
39833035700599;CL DISTRIBUTION;aucun site;aucun site;;;;;;;;;
47824710900455;KIDILIZ RETAIL;aucun site;aucun site;;;;;;;;;
47824710900182;KIDILIZ RETAIL;catimini.com;NON DEFINI;ALT1.ASPMX.L.GOOGLE.com (priorité 5);ALT2.ASPMX.L.GOOGLE.com (priorité 5);ASPMX.L.GOOGLE.com (priorité 1);;;;;;
38203248000941;H 3 M;aucun site;aucun site;;;;;;;;;
47856589800598;SARL MS MODE FRANCE;msmode.fr;OUI;msmode-fr.q-v1.mx.microsoft (priorité 0);;;;;;;;
35323852000756;VF J FRANCE;aucun site;aucun site;;;;;;;;;
44187547301187;JACADI;jacadi.fr;NON DEFINI;ALT1.ASPMX.L.GOOGLE.COM (priorité 5);ALT2.ASPMX.L.GOOGLE.COM (priorité 5);ASPMX.L.GOOGLE.COM (priorité 1);;;;;;
30725830100547;LACOSTE FRANCE;lacoste.com;NON DEFINI;lacoste.in.tmes.trendmicro.eu (priorité 10);;;;;;;;
49840624800035;NEW YORKER FRANCE;aucun site;aucun site;;;;;;;;;
48243589800051;BZB;bizzbee.com;OUI;bizzbee-com.mail.protection.outlook.com (priorité 0);;;;;;;;
32761140601054;PRINCESSE TAM TAM;princessetamtam.com;OUI;princessetamtam-com.mail.protection.outlook.com (priorité 5);;;;;;;;
42161959400102;FATHER AND SONS;fatherandsons.fr;NON DEFINI;aspmx.l.google.com (priorité 1);aspmx2.googlemail.com (priorité 10);aspmx3.googlemail.com (priorité 10);alt1.aspmx.l.google.com (priorité 5);alt2.aspmx.l.google.com (priorité 5);;;;
47824710900265;KIDILIZ RETAIL;idkids.fr;NON DEFINI;ALT1.ASPMX.L.GOOGLE.COM (priorité 5);ALT2.ASPMX.L.GOOGLE.COM (priorité 5);ASPMX.L.GOOGLE.COM (priorité 1);;;;;;
37823997400967;COTELAC;cotelac.fr;NON DEFINI;cotelac.mailinblack.com (priorité 5);;;;;;;;
37824425500121;STANDARD;aucun site;aucun site;;;;;;;;;
40393942400301;HILFIGER STORES FRANCE;tommy.com;NON DEFINI;mxb-00778a01.gslb.pphosted.com (priorité 10);mxa-00778a01.gslb.pphosted.com (priorité 10);;;;;;;
30575661100326;MARIONNAUD ESPACES;aucun site;aucun site;;;;;;;;;
41408388100527;THE BODY SHOP (FRANCE);thebodyshop.com;OUI;thebodyshop-com.mail.protection.outlook.com (priorité 0);;;;;;;;
35183740601045;ADOPT';adopt.com;OUI;adopt-com.mail.protection.outlook.com (priorité 0);;;;;;;;
35183740601342;ADOPT';adopt.com;OUI;adopt-com.mail.protection.outlook.com (priorité 0);;;;;;;;
31709735001033;M&L DISTRIBUTION (FRANCE) S.A.R.L.;aucun site;aucun site;;;;;;;;;
31709735000951;M&L DISTRIBUTION (FRANCE) S.A.R.L.;aucun site;aucun site;;;;;;;;;
49738098000126;ARGEL OUEST;aucun site;aucun site;;;;;;;;;
49738098000647;ARGEL OUEST;aucun site;aucun site;;;;;;;;;
67050043800536;EISMANN;eismann.fr;NON DEFINI;;;;;;;;;
42322891500892;SONOVA AUDIOLOGICAL CARE FRANCE SAS;auditionsante.fr;NON DEFINI;mail101.sonova.com (priorité 5);mail102.sonova.com (priorité 5);mail103.sonova.com (priorité 5);mail104.sonova.com (priorité 5);;;;;
